age,gender,education_level,employment_type,annual_income,loan_amount,credit_score,repayment_history,transaction_count,spending_ratio,default_flag,income_missing,join_year,join_month,join_day,join_weekday,education_encoded,gender_encoded,region_North,region_South,region_West,loan_purpose_Car,loan_purpose_Education,loan_purpose_Home,loan_purpose_Other,income_bin,transaction_quantile,transaction_cluster,income_standard,income_minmax,income_maxabs,debt_to_income,avg_monthly_transactions,spending_income_ratio,loan_log,loan_sqrt,loan_reciprocal,income_boxcox
24.0,Other,Graduate,Salaried,511860.35,53458.88,619.4,1,54,16.63,0,0,2021,6,21,0,3,2,False,True,False,False,False,True,False,0,0,3,-0.0630984974391528,0.16311343321509855,0.20349699321133286,0.10444015747623844,9.0,3.248926686885032e-05,10.88668674502148,231.21176440657166,1.870561624904508e-05,0.2845511680019355
48.0,Female,Graduate,Self-Employed,463831.13,47318.39,810.0,4,492,46.5,0,0,2019,3,2,5,3,0,False,False,True,False,False,True,False,0,3,1,-0.1861983075417816,0.14305064825172464,0.18440232831633638,0.10201619710993286,82.0,0.0001002517872144821,10.764675427054035,217.52790625572618,2.1132985864779746e-05,0.12240527878070845
65.0,Male,Graduate,Unemployed,489146.58,130917.38,550.9,1,317,13.35,0,0,2024,7,29,0,3,1,False,False,True,True,False,False,False,0,2,2,-0.12131432467338196,0.15362542813782407,0.1944668272695994,0.2676439286482824,52.833333333333336,2.7292376668816393e-05,11.782329354569722,361.82506823049175,7.638346884524542e-06,0.21015152944154514
52.0,Male,Secondary,Salaried,474050.74,263573.76,620.0,0,438,40.63,1,1,2020,1,20,0,2,1,False,True,False,False,False,False,False,0,3,1,-0.16000525151624287,0.14731958782308444,0.18846527225562074,0.55600209377989,73.0,8.570794403159454e-05,12.482092325887969,513.3943513518628,3.7939899859910713e-06,0.15847454576046144
50.0,Female,Secondary,Salaried,463258.52,61542.1,760.4,2,253,99.38,0,0,2020,1,14,1,2,0,False,False,True,False,False,True,False,0,1,2,-0.18766591793110013,0.14281145737379913,0.18417467947953406,0.132845839843723,42.166666666666664,0.00021452338421453269,11.027493021347976,248.0768026237036,1.624877524856564e-05,0.1203573538998647
67.0,Female,Primary,Salaried,1666997.39,36963.31,839.0,2,123,36.02,0,0,2020,10,23,4,1,0,False,False,True,False,False,False,True,3,0,3,2.897539844522528,0.6456377389762219,0.6627373199665486,0.022173572705130207,20.5,2.1607699333170923e-05,10.517708131511018,192.25844584829036,2.70531223225863e-05,2.0536826063272278
55.0,Male,Secondary,Self-Employed,546677.17,65682.02,723.3,1,61,37.19,0,0,2019,4,24,2,2,1,False,False,True,True,False,False,False,0,0,3,0.026137678588220113,0.17765712917286128,0.21733889009430143,0.12014750835944299,10.166666666666666,6.80290562910167e-05,11.09259572358081,256.28503662914073,1.5224634920866915e-05,0.3915297693903468
60.0,Male,Post-Graduate,Salaried,338285.08,104857.85,702.5,2,186,17.45,0,0,2020,9,2,2,4,1,False,True,False,False,False,False,True,0,1,0,-0.5079752365473984,0.09060750209713395,0.1344898010331435,0.30996797148732813,31.0,5.1583559098855026e-05,11.560370439062762,323.81761842123416,9.536629478580014e-06,-0.41328128242732076
36.0,Male,Secondary,Salaried,994255.95,87573.67,653.8,3,454,27.8,0,0,2018,2,13,1,2,1,False,True,False,False,False,False,False,1,3,1,1.1732906580446072,0.3646199159370278,0.3952798772311184,0.08807951505895936,75.66666666666667,2.7960579003244587e-05,11.3802470798599,295.92848798316123,1.1418826927923338e-05,1.3173935526673963
33.0,Female,Graduate,Salaried,421798.77,168714.33,729.3,2,268,22.66,0,0,2024,1,12,4,3,0,False,True,False,False,False,False,True,0,2,2,-0.2939280506890851,0.12549287404295925,0.16769179608312806,0.3999867757158805,44.666666666666664,5.372217248956774e-05,12.035968135774802,410.7484996929386,5.927143668568826e-06,-0.036180146623137156
70.0,Female,Graduate,Salaried,121375.63,116490.25,691.6,1,110,36.95,0,0,2020,8,4,1,3,0,False,False,True,False,False,True,False,0,0,3,-1.0639183083787893,0.0,0.04825452050374922,0.9597420030528117,18.333333333333332,0.00030442433605217087,11.66557144187106,341.30668027450037,8.584335733370532e-06,-2.336762233567646
62.0,Female,Secondary,Self-Employed,441352.04,33779.63,612.1,0,195,21.77,0,0,2022,4,9,5,2,0,False,True,False,False,False,True,False,0,1,0,-0.24381264544441478,0.1336606737977916,0.17546546257722034,0.07653652957731978,32.5,4.932559204758168e-05,10.42764284027669,183.79235566257918,2.9602763477176122e-05,0.03974968108781906
50.0,Male,Graduate,Self-Employed,380977.08,51775.75,652.2,2,141,23.12,0,0,2023,4,24,0,3,1,False,False,True,False,True,False,False,0,1,0,-0.39855482345508847,0.10844082139018846,0.1514625820547214,0.13590217578922126,23.5,6.068590612877255e-05,10.854696485789146,227.54285310683787,1.9313688093594134e-05,-0.2086155052948928
39.0,Male,Primary,Salaried,1159997.53,27817.38,601.9,2,192,59.93,0,0,2018,4,9,0,1,1,True,False,False,True,False,False,False,2,1,0,1.598089499752003,0.43385355493907357,0.4611726801803908,0.023980530389120406,32.0,5.166385857402767e-05,10.233452232293777,166.7854310184196,3.5947456322043194e-05,1.543006762180125
37.0,Female,Primary,Salaried,258192.31,162962.52,681.2,1,124,33.11,0,0,2018,6,20,2,1,0,False,False,True,False,False,False,False,0,0,3,-0.7132545389719127,0.057151118220173915,0.10264783891795555,0.6311647656556244,20.666666666666668,0.00012823724983424242,12.001281651060136,403.68616523234977,6.136342661228722e-06,-0.8922207513587809
39.0,Male,Primary,Salaried,362364.94,18136.45,694.6,3,246,49.94,0,0,2018,5,28,0,1,1,False,False,False,True,False,False,False,0,1,0,-0.44625809449724874,0.10066615083488462,0.14406307449913838,0.05005009576783072,41.0,0.00013781648462877057,9.80573414046914,134.67163769702958,5.513454206627723e-05,-0.2944279622890757
48.0,Male,Graduate,Salaried,946554.31,29782.24,827.1,1,323,108.59,0,0,2023,12,11,0,3,1,False,True,False,False,False,False,True,1,2,2,1.0510304417516099,0.3446939678221037,0.37631544618806256,0.03146381377333354,53.833333333333336,0.000114721241170788,10.30170109817085,172.5753168909158,3.357593062406911e-05,1.2443535681947981
46.0,Male,Secondary,Unemployed,560533.97,51110.14,626.2,4,76,38.87,0,0,2018,4,22,6,2,1,False,True,False,False,False,False,False,0,0,3,0.06165292219680046,0.18344539720387404,0.2228478480269305,0.09118100160637614,12.666666666666666,6.934446926656512e-05,10.84175775634629,226.07551835614575,1.9565206332709463e-05,0.4319482762289634
57.0,Male,Graduate,Salaried,399163.31,108525.69,663.7,3,247,93.54,0,0,2020,10,19,0,3,1,False,False,False,False,False,False,False,0,1,0,-0.3519431678945208,0.11603758065016517,0.15869276333922555,0.2718822481899747,41.166666666666664,0.00023433958812600256,11.59475141249529,329.4323754581508,9.214323223162892e-06,-0.1292960278690421
46.0,Male,Graduate,Self-Employed,280999.62,50758.92,793.3,4,135,33.96,0,0,2018,3,9,4,3,1,False,False,True,False,False,True,False,0,0,0,-0.6547989669273993,0.06667819686361237,0.11171519294965339,0.18063632742162633,22.5,0.00012085382587412086,10.834862345782952,225.29740344708813,1.9700582664432884e-05,-0.7400958506106067
43.0,Male,Secondary,Self-Employed,546367.68,56632.56,842.5,3,461,49.43,0,0,2020,4,7,1,2,1,True,False,False,False,False,False,True,0,3,1,0.025344449794817647,0.17752784888643744,0.21721584816610956,0.10365264714661168,76.83333333333333,9.047004670911956e-05,10.94435702133823,237.97596517295605,1.7657374885138778e-05,0.39061363459764714
29.0,Female,Graduate,Salaried,434703.43,57419.0,722.7,0,273,61.12,0,0,2022,10,19,2,3,0,False,False,False,False,False,True,False,0,2,2,-0.2608531601237379,0.1308834137728456,0.17282221790309235,0.1320874507766116,45.5,0.00014060128165705604,10.958147953675056,239.62261996731445,1.741553465691397e-05,0.014372700184420002
32.0,Male,Graduate,Unemployed,279093.59,82532.53,657.2,3,397,27.03,0,0,2022,6,20,0,3,1,False,False,False,False,False,True,False,0,3,1,-0.6596841582973593,0.06588200925066054,0.11095742498819555,0.2957152627000043,66.16666666666667,9.684888553375398e-05,11.320959913997235,287.28475420738914,1.2116287768134963e-05,-0.7522567905061951
21.0,Male,Primary,Salaried,2303484.69,31121.12,637.4,1,483,44.61,0,0,2021,8,2,0,1,1,False,False,True,False,True,False,False,4,3,1,4.528868976303869,0.9115114681731246,0.9157814398465113,0.01351044642261268,80.5,1.9366302206114422e-05,10.34567409936535,176.41179098915129,3.213148718660554e-05,2.486499982087395
21.0,Male,Secondary,Salaried,141796.27,37683.44,514.1,0,477,26.11,0,1,2024,3,27,2,2,1,False,True,False,False,False,True,False,0,3,1,-1.0115798172233188,0.008530117897697934,0.05637302165245329,0.26575575115092137,79.5,0.0001841361261750667,10.537002556143277,194.12222953592925,2.6536151260307968e-05,-2.025775473140911
67.0,Male,Graduate,Salaried,243888.55,237197.07,596.5,2,56,42.25,0,0,2018,6,9,5,3,1,False,False,True,True,False,False,False,0,0,3,-0.7499153496149668,0.051176145879425726,0.09696118600253334,0.9725593819005366,9.333333333333334,0.00017323415455889766,12.376650809479013,487.02881844917556,4.215885904973848e-06,-0.9957285072758496
54.0,Female,Secondary,Salaried,774846.52,96923.7,689.1,3,496,20.41,0,0,2022,11,20,6,2,0,False,False,False,False,False,False,False,1,3,1,0.6109400896255066,0.27296812119569236,0.30805069589833417,0.12508744946360542,82.66666666666667,2.634066635458806e-05,11.481689667357657,311.3257136826317,1.0317287543835576e-05,0.9414272164627828
52.0,Other,Graduate,Self-Employed,714712.77,124560.59,663.7,3,66,15.13,0,0,2022,12,14,2,3,2,False,False,False,False,False,True,False,1,0,3,0.4568161374614082,0.24784902712563908,0.28414371166811986,0.17428038360027678,11.0,2.1169313696026874e-05,11.732555571358972,352.93142393388547,8.028156994463543e-06,0.8165939976363018
48.0,Female,Secondary,Salaried,775609.67,76162.16,736.1,0,123,19.28,0,0,2024,2,12,0,2,0,False,True,False,True,False,False,False,1,0,3,0.6128960576816155,0.27328690451852794,0.3083540964847817,0.09819637989250457,20.5,2.485783234518937e-05,11.240633160201133,275.97492639730876,1.3129707328319886e-05,0.9429391866104724
48.0,Female,Secondary,Salaried,443609.4,66290.63,662.4,0,369,28.12,0,0,2020,10,10,5,2,0,False,True,False,False,False,False,True,0,2,2,-0.23802698856026644,0.13460361911868007,0.17636290652378808,0.14943434599369176,61.5,6.338895571429344e-05,11.101818923860575,257.4696681164599,1.5084860637760755e-05,0.04826606769264135
60.0,Male,Secondary,Salaried,382476.59,100709.12,614.7,3,268,34.29,0,0,2020,5,26,1,2,1,False,True,False,False,False,False,False,0,2,2,-0.3947115506256111,0.10906719730635842,0.1520587325014015,0.2633072437002126,44.666666666666664,8.965231139424404e-05,11.520001570181545,317.3470025067198,9.929488714738897e-06,-0.20191240990697207
65.0,Male,Secondary,Salaried,386686.95,121701.86,710.7,2,243,60.44,0,0,2019,7,6,5,2,1,False,False,True,False,False,False,True,0,1,0,-0.3839203173625328,0.11082595056736061,0.1537326179671096,0.3147288660016429,40.5,0.00015630174149465996,11.709337779110335,348.8579367020335,8.216733772731389e-06,-0.18325148723391974
21.0,Male,Graduate,Salaried,816401.01,132224.03,850.0,5,355,93.56,0,0,2021,3,21,6,3,1,False,True,False,True,False,False,False,1,2,2,0.7174450428167429,0.2903262793571756,0.32457124446090674,0.1619594616137704,59.166666666666664,0.00011460040378881478,11.792260522820145,363.6262229267851,7.562864610429659e-06,1.0213589233188864
36.0,Female,Secondary,Self-Employed,148436.32,66930.38,651.4,3,385,23.74,0,0,2021,3,9,1,2,0,False,False,False,False,False,False,True,0,3,1,-0.9945612419878275,0.011303802236024715,0.05901286318300535,0.4508999488807801,64.16666666666667,0.0001599328255185421,11.11142319443883,258.7090643947367,1.494067506153317e-05,-1.9356107549253776
59.0,Male,Graduate,Unemployed,300568.48,142737.65,692.5,1,259,15.62,1,1,2021,10,22,4,3,1,False,False,False,False,False,False,True,0,2,2,-0.6046436042143482,0.07485250887947209,0.11949505745873974,0.4748906974853202,43.166666666666664,5.196801751129223e-05,11.868770614724975,377.8063657483817,7.005810969908991e-06,-0.6204672357221271
25.0,Male,Post-Graduate,Self-Employed,259780.58,13012.27,756.2,1,177,71.05,0,0,2021,2,25,3,4,1,True,False,False,False,False,False,True,0,1,0,-0.7091837725636367,0.0578145709989985,0.10327927710106108,0.05008927114847789,29.5,0.00027349899096002113,9.473724885043797,114.07133732888381,7.684463628280978e-05,-0.8811351442890984
42.0,Female,Graduate,Salaried,1000422.06,136571.14,628.6,1,313,56.86,0,0,2024,1,4,3,3,0,False,False,True,False,False,True,False,1,2,2,1.1890945159892488,0.3671956258692422,0.3977312975155971,0.13651338664664528,52.166666666666664,5.683595498088578e-05,11.824608252169678,369.55532738684747,7.322137589701677e-06,1.3265404979453264
49.0,Male,Graduate,Salaried,332210.97,54239.56,794.5,2,241,27.26,0,0,2021,8,1,6,3,1,True,False,False,False,False,True,False,0,1,0,-0.5235432967312299,0.08807022244166837,0.13207495659083635,0.1632679280039187,40.166666666666664,8.205604391678002e-05,10.901184247044755,232.8938814138319,1.8436387824904462e-05,-0.44480134997472687
23.0,Male,Secondary,Salaried,165778.31,107728.31,537.9,0,323,34.16,0,0,2022,2,1,1,2,1,False,False,False,False,False,True,False,0,2,2,-0.9501133897053693,0.018547905225975013,0.06590740545669582,0.6498296440008104,53.833333333333336,0.00020605707672447182,11.587376970966584,328.21991103526915,9.28252487647048e-06,-1.7204256612298812
32.0,Male,Secondary,Salaried,505879.71,46419.3,643.3,4,99,21.2,0,0,2021,5,26,2,2,1,True,False,False,False,False,False,False,0,0,3,-0.07842699222403961,0.16061519788536902,0.20111930902954497,0.09175937939993799,16.5,4.190711284484439e-05,10.745492142539126,215.45138662816726,2.1542299381951428e-05,0.26533468550371236
46.0,Other,Graduate,Salaried,354311.41,28891.82,652.0,0,341,71.65,0,0,2019,3,12,1,3,2,False,False,False,True,False,False,False,0,2,2,-0.4668994460256689,0.09730202706635202,0.14086128490997157,0.08154334757848307,56.833333333333336,0.00020222266558487186,10.271348400326898,169.9759394737973,3.461067490123844e-05,-0.3331424755951476
36.0,Female,Secondary,Salaried,316741.96,92762.04,693.6,2,499,39.32,0,0,2020,1,2,3,2,0,True,False,False,False,False,True,False,0,3,1,-0.5631906654262797,0.08160850140546833,0.12592504280486713,0.29286219968393296,83.16666666666667,0.00012413851281809074,11.437803563579326,304.568612959379,1.0780155544708324e-05,-0.5281587649411451
57.0,Female,Graduate,Salaried,297741.47,25563.7,502.6,2,61,24.24,0,0,2021,3,14,6,3,0,False,True,False,False,False,False,True,0,0,3,-0.6118892849511628,0.07367160913304047,0.11837114146333519,0.08585842657918437,10.166666666666666,8.14126382440503e-05,10.148967772651583,159.886522258757,3.911643790069901e-05,-0.6371874375059519
48.0,Male,Secondary,Unemployed,290776.19,55283.28,801.7,1,442,41.4,0,0,2023,2,8,2,2,1,True,False,False,False,False,False,True,0,3,1,-0.6297414309013081,0.07076206958920261,0.11560200035507191,0.1901224783140658,73.66666666666667,0.0001423770550915634,10.920243879467622,235.12396730235733,1.8088324565319472e-05,-0.6791735201853858
49.0,Male,Graduate,Salaried,676803.45,41410.89,717.3,1,407,42.67,0,0,2021,7,24,5,3,1,False,True,False,False,False,False,True,1,3,1,0.3596538247459446,0.23201353083259638,0.26907234965563687,0.061185900890574824,67.83333333333333,6.304627577433926e-05,10.631323316647569,203.49665844922367,2.4147654212353023e-05,0.7315267878544142
34.0,Female,Post-Graduate,Salaried,505990.12,64697.46,781.1,3,71,78.01,0,0,2022,11,13,6,4,0,False,True,False,False,False,False,True,0,0,3,-0.0781440092808765,0.1606613183946716,0.20116320401578575,0.12786283680235336,11.833333333333334,0.00015417266611319187,11.077492678041883,254.3569539053336,1.545631843478191e-05,0.2656918053373878
48.0,Male,Post-Graduate,Salaried,392864.7,127777.58,825.2,2,50,57.44,0,0,2018,3,1,3,4,1,False,False,True,False,True,False,False,0,0,3,-0.3680866258751109,0.1134065227650245,0.15618866589074995,0.325244937392091,8.333333333333334,0.00014620772442083897,11.758054201244375,357.45989984892014,7.826037822614714e-06,-0.15628910867160795
25.0,Female,Graduate,Salaried,228903.7,51901.78,613.3,5,98,11.48,1,0,2022,6,22,2,3,0,False,True,False,False,False,False,False,0,0,3,-0.7883218069635636,0.04491666835182038,0.09100375656162658,0.22673968686531992,16.333333333333332,5.01518754311292e-05,10.857127632266657,227.81962163079808,1.9266790719109843e-05,-1.1119245582039194
67.0,Male,Graduate,Unemployed,399777.73,91144.76,461.59939,1,142,63.7,1,0,2024,9,17,1,3,1,False,True,False,True,False,False,False,0,1,0,-0.3503683976749908,0.11629423641799144,0.1589370343060408,0.22798801727145412,23.666666666666668,0.00015933814187663262,11.420215262294208,301.9019045981658,1.0971437398733634e-05,-0.12668911256331786
69.0,Female,Graduate,Salaried,517299.2,122705.47,783.2,4,373,21.07,0,0,2021,2,11,3,3,0,True,False,False,True,False,False,False,0,2,1,-0.049158620793713054,0.16538535180961345,0.2056592814634459,0.23720360053987993,62.166666666666664,4.073070143796581e-05,11.71755035954516,350.293405590228,8.149529523585839e-06,0.30180423431108705
50.0,Female,Graduate,Salaried,529237.55,47806.72,654.2,2,97,66.85,0,0,2022,2,27,6,3,0,False,False,False,False,False,True,False,0,0,3,-0.018560401252801836,0.1703722441403133,0.210405533695924,0.09033113706475085,16.166666666666668,0.0001263135499105271,10.774942411714964,218.64747883293785,2.0917123845270176e-05,0.3389551517993457
66.0,Male,Primary,Salaried,487249.03,48294.48,578.0,2,236,9.02,0,0,2025,4,16,2,1,1,False,False,True,False,True,False,False,0,1,0,-0.12617778164104126,0.1528327827938595,0.19371243064663737,0.09911642283531517,39.333333333333336,1.851205632557888e-05,10.785093253481078,219.76005096468285,2.0705871439728933e-05,0.20375710972296932
48.0,Male,Secondary,Salaried,254344.37,190714.01,731.9,2,406,61.7,0,0,2018,12,2,6,2,1,False,True,False,True,False,False,False,0,3,1,-0.7231168828385487,0.055543755186338147,0.10111803841659299,0.7498230064105355,67.66666666666667,0.00024258353906737127,12.15853549850677,436.7081519733746,5.243425779648911e-06,-0.9194060884236377
32.0,Female,Secondary,Salaried,121375.63,69177.29,850.0,4,400,41.15,0,0,2020,4,10,4,2,0,False,False,True,False,False,False,False,0,3,1,-1.0639183083787893,0.0,0.04825452050374922,0.5699391225477259,66.66666666666667,0.0003390273728970725,11.144442364059035,263.01575998407395,1.4455402121098977e-05,-2.336762233567646
36.0,Female,Post-Graduate,Self-Employed,1302467.7,626658.26,670.2,0,53,48.91,1,0,2022,5,12,3,4,0,True,False,False,False,False,False,True,2,0,3,1.9632432722323647,0.4933662512602989,0.5178136198767502,0.4811311473358247,8.833333333333334,3.755176611921653e-05,13.348158226919239,791.6174960168579,1.5957635414180267e-06,1.7091542246007523
46.0,Male,Secondary,Self-Employed,201635.7,103890.5,765.6,1,27,61.68,0,0,2018,10,12,4,2,1,False,True,False,False,False,True,False,0,0,3,-0.8582102128522806,0.03352626849978697,0.08016299499279902,0.5152360656566983,4.5,0.0003058966944013664,11.551102364308598,322.32049267770736,9.625426526712965e-06,-1.3476622145230792
46.0,Male,Graduate,Self-Employed,136083.67,31615.69,591.1,1,66,30.67,1,0,2023,12,17,6,3,1,True,False,False,False,False,False,False,0,0,3,-1.0262213203581245,0.006143848343835322,0.05410190039170501,0.2323236702561721,11.0,0.00022537439375059658,10.361440424702158,177.80801444254416,3.162886437511327e-05,-2.1073165849028146
68.0,Male,Graduate,Salaried,478451.14,42932.61,528.2,3,271,23.35,1,0,2023,3,31,4,3,1,False,False,True,True,False,False,False,0,2,2,-0.14872694209594392,0.14915772466879693,0.1902147106892231,0.08973229798909459,45.166666666666664,4.880320944953867e-05,10.667410248062897,207.2018580997767,2.3291775371323304e-05,0.1737312919443246
41.0,Female,Graduate,Self-Employed,158718.73,95105.6,762.3,1,333,34.07,0,0,2023,6,25,6,3,0,True,False,False,False,True,False,False,0,2,2,-0.9682072283603447,0.015598974648469592,0.06310077411020677,0.5992046483446009,55.5,0.0002146551030549258,11.462753646756283,308.39195839061694,1.0514517394166125e-05,-1.804753245383596
59.0,Male,Graduate,Salaried,272970.98,17203.7,729.1,1,122,20.31,0,0,2024,6,20,3,3,1,False,False,True,False,False,True,False,0,0,3,-0.6753765249094438,0.06332447015582193,0.10852329871604799,0.06302368470199762,20.333333333333332,7.440324094802698e-05,9.752937881287927,131.16287584526347,5.812365225781327e-05,-0.7919755810088117
56.0,Female,Secondary,Salaried,614958.62,63075.75,638.1,3,444,32.98,0,0,2020,8,17,0,2,0,True,False,False,True,False,False,False,1,3,1,0.20114434179308047,0.2061796837414628,0.24448510246865307,0.10256892964777102,74.0,5.362953749711241e-05,11.052107517872695,251.14886024029653,1.5853702037597054e-05,0.5802742626943481
53.0,Female,Graduate,Self-Employed,1281590.4,39906.77,833.6,2,92,19.4,0,0,2022,6,10,4,3,0,False,False,True,False,False,True,False,2,0,3,1.9097343527567703,0.48464537716499095,0.5095135673792849,0.03113845021119836,15.333333333333334,1.5137429917210743e-05,10.594326320761303,199.76678903161056,2.5057776969246842e-05,1.6861496283114692
50.0,Male,Graduate,Salaried,558219.25,159110.51,521.2,6,93,47.97,1,0,2018,3,12,0,3,1,False,False,False,True,False,False,False,0,0,3,0.05572025053482565,0.18247849144087352,0.22192759983789587,0.2850317773316178,15.5,8.593382271603368e-05,11.977360556146607,398.8865878918468,6.284900444977236e-06,0.425276898625535
57.0,Female,Secondary,Salaried,339933.21,93179.29,569.3,4,59,30.76,0,0,2024,7,20,5,2,0,True,False,False,False,False,False,True,0,0,3,-0.5037510478134476,0.09129595961906925,0.13514503736747063,0.2741097755356838,9.833333333333334,9.048809768219562e-05,11.442291497621794,305.25282963471443,1.073188331995962e-05,-0.40484074435648226
43.0,Male,Secondary,Self-Employed,428972.57,168362.12,631.1,1,157,59.6,0,0,2021,1,26,1,2,1,True,False,False,False,True,False,False,0,1,0,-0.2755414639880261,0.12848951664448913,0.17054383713280002,0.3924766740291249,26.166666666666668,0.00013893629856962983,12.033878354430545,410.31953402196194,5.939543054322111e-06,-0.007861707956548218
30.0,Male,Graduate,Salaried,149469.62,71154.78,647.9,1,243,20.38,0,0,2021,8,16,0,3,1,False,False,False,False,False,False,True,0,1,0,-0.9919128743112539,0.011735432724769984,0.05942366554948142,0.476045258927808,40.5,0.00013634786555377906,11.172626837042078,266.7485332668204,1.4053672098036168e-05,-1.9219968261053113
25.0,Female,Graduate,Salaried,337576.94,67526.65,811.9,1,269,22.55,0,0,2024,2,2,4,3,0,False,False,False,True,False,False,False,0,2,2,-0.5097902129206577,0.09031169757347182,0.13420827041493352,0.2000327687289045,44.833333333333336,6.679938860933863e-05,11.120292422614938,259.8589040229332,1.480874871256441e-05,-0.4169223854490078
56.0,Male,Primary,Salaried,337773.57,59074.19,684.4,2,272,59.34,0,0,2020,6,2,1,1,1,True,False,False,False,False,False,False,0,2,2,-0.5092862464673096,0.09039383393561445,0.13428644332630504,0.17489235498101588,45.333333333333336,0.0001756792999544045,10.986566318300465,243.05182574915992,1.6927579919759883e-05,-0.4159104772756771
54.0,Male,Graduate,Unemployed,485045.12,51423.54,662.6,2,399,16.8,0,0,2021,1,3,6,3,1,False,False,False,False,False,False,True,0,3,1,-0.13182644515219738,0.1519121646283213,0.19283623646924428,0.10601783599464727,66.5,3.46358816353381e-05,10.847870769415522,226.76759027691767,1.9445968792331443e-05,0.19629431003728004
51.0,Male,Graduate,Salaried,1418788.32,478905.91,565.7,7,117,12.86,1,0,2018,5,23,2,3,1,False,True,False,False,False,False,False,2,0,3,2.2613752475802897,0.541955747110249,0.564058452902942,0.33754547151510833,19.5,9.064065974220893e-06,13.079261515126166,692.0302811293736,2.0880884763178716e-06,1.8300209166684385
30.0,Female,Secondary,Unemployed,138402.7,128671.59,777.8,3,170,22.59,0,0,2020,11,12,3,2,0,False,False,True,True,False,False,False,0,1,0,-1.0202776020836595,0.007112554481757467,0.05502386207943268,0.9296831659847243,28.333333333333332,0.0001632181798607985,11.765026394988652,358.7082240484597,7.771662947019252e-06,-2.073749337280915
39.0,Female,Post-Graduate,Salaried,346415.23,34671.32,577.7,1,160,48.59,0,0,2024,2,7,2,4,0,False,False,True,False,True,False,False,0,1,0,-0.48713750649253007,0.09400363160267192,0.1377220519378231,0.10008572635294831,26.666666666666668,0.0001402647907114514,10.453696953082881,186.2023630354889,2.8841450471153937e-05,-0.37209462619191574
52.0,Female,Graduate,Salaried,219271.11,463942.64,565.3,1,12,30.76,1,1,2020,12,4,4,3,0,False,False,True,False,False,False,False,0,0,3,-0.8130103194939875,0.040892939009342065,0.08717419034920641,2.115830599705544,2.0,0.0001402823186222817,13.047518358313617,681.1333496460146,2.1554342247260896e-06,-1.1913315005919862
21.0,Male,Graduate,Salaried,261006.27,55078.46,644.0,1,206,65.48,0,1,2018,4,2,0,3,1,False,True,False,True,False,False,False,0,1,0,-0.7060423056348651,0.05832656671539276,0.10376656670966077,0.2110227044633661,34.333333333333336,0.0002508742381007242,10.916532148872964,234.68800565857643,1.8155588308236865e-05,-0.8726333124525398
25.0,Male,Graduate,Salaried,263349.87,91565.18,694.7,1,221,42.86,0,0,2023,9,13,2,3,1,False,False,False,False,False,False,False,0,1,0,-0.7000356139801491,0.05930553624352925,0.10469829653262924,0.34769271884311603,36.833333333333336,0.00016274865543447795,11.424817268512161,302.5973892815336,1.0921062776671474e-05,-0.8565041861959347
65.0,Male,Secondary,Salaried,180483.06,141169.72,615.2,2,435,68.87,0,0,2019,11,9,5,2,1,False,False,False,False,False,False,True,0,3,1,-0.9124248340176727,0.02469037926969616,0.07175347736073048,0.7821727857850715,72.5,0.000381584944398968,11.857725217099,375.725591356245,7.083621872864288e-06,-1.5573068823385336
24.0,Female,Secondary,Salaried,765171.46,24920.16,743.6,2,296,46.5,0,0,2019,1,17,3,2,0,True,False,False,True,False,False,False,1,2,2,0.5861427256722392,0.26892665126784965,0.30420424516398986,0.03256803048034426,49.333333333333336,6.077061372543387e-05,10.123472520774682,157.8612048604723,4.012654306621361e-05,0.9221091530902327
36.0,Female,Secondary,Salaried,515755.77,40981.3,654.5,1,385,7.07,0,0,2022,8,31,2,2,0,False,False,False,False,False,False,True,0,3,1,-0.05311446142378574,0.16474062961349992,0.20504567002776394,0.07945857889562943,64.16666666666667,1.3708012015043448e-05,10.62089554515694,202.4383856880903,2.4400777896799347e-05,0.29692943150690804
44.0,Male,Secondary,Salaried,713197.3,231819.74,774.7,3,54,36.82,0,0,2020,8,23,6,2,1,True,False,False,False,False,True,False,1,0,3,0.45293195884646864,0.247215984391894,0.28354121610795,0.3250424741618144,9.0,5.162659529614695e-05,12.353719679569467,481.4766245623976,4.313677887491862e-06,0.8132937042684091
36.0,Male,Secondary,Salaried,656209.94,62481.13,725.5,1,111,19.35,1,1,2021,3,25,3,2,1,False,True,False,True,False,False,False,1,0,3,0.30687226447187416,0.22341120160944658,0.2608851217043655,0.09521500814966602,18.5,2.948746937989178e-05,11.042635874841576,249.96225715095468,1.6004576028378033e-05,0.6829887783437943
22.0,Female,Post-Graduate,Salaried,424034.51,147129.6,841.2,0,13,37.15,0,0,2024,8,31,5,4,0,False,False,True,False,False,False,False,0,0,3,-0.2881978062787272,0.1264267882488117,0.16858064470678547,0.3469747144525703,2.1666666666666665,8.761058714162877e-05,11.899075906709912,383.57476455053717,6.796682675119928e-06,-0.027295634288869546
69.0,Female,Graduate,Salaried,1151739.98,53240.36,640.2,2,237,11.09,0,0,2025,1,26,6,3,0,False,False,True,False,False,True,False,2,1,0,1.5769252410587955,0.43040420785464645,0.4578897796855737,0.0462259839013456,39.5,9.628901109344916e-06,10.882590816886019,230.73872670186944,1.8782390231955007e-05,1.5326664926843743
