customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST100467,21.0,Male,South,Secondary,Salaried,,37683.44,Home,514.1,0,477,26.11,2024-03-27,0
CUST100468,67.0,Male,West,Graduate,Salaried,243888.55,237197.07,Car,596.5,2,56,42.25,2018-06-09,0
CUST100469,54.0,Female,East,Secondary,Salaried,774846.52,96923.7,Business,689.1,3,496,20.41,2022-11-20,0
CUST100470,52.0,Other,East,Graduate,Self-Employed,714712.77,124560.59,Home,663.7,3,66,15.13,2022-12-14,0
CUST100471,,Female,South,Secondary,Salaried,775609.67,76162.16,Car,736.1,0,123,19.28,2024-02-12,0
CUST100472,,Female,South,Secondary,Salaried,443609.4,66290.63,Other,662.4,0,369,28.12,2020-10-10,0
CUST100473,60.0,Male,South,Secondary,Salaried,382476.59,100709.12,Business,614.7,3,268,34.29,2020-05-26,0
CUST100474,65.0,Male,West,Secondary,Salaried,386686.95,121701.86,Other,710.7,2,243,60.44,2019-07-06,0
CUST100475,21.0,Male,South,Graduate,Salaried,816401.01,132224.03,Car,850.0,5,355,93.56,2021-03-21,0
CUST100476,36.0,Female,East,Secondary,Self-Employed,148436.32,66930.38,Other,651.4,3,385,23.74,2021-03-09,0
CUST100477,59.0,Male,East,Graduate,Unemployed,,142737.65,Other,692.5,1,259,15.62,2021-10-22,1
CUST100478,25.0,Male,North,Post-Graduate,Self-Employed,259780.58,13012.27,Other,756.2,1,177,71.05,2021-02-25,0
CUST100479,42.0,Female,West,Graduate,Salaried,1000422.06,136571.14,Home,628.6,1,313,56.86,2024-01-04,0
CUST100480,49.0,Male,North,Graduate,Salaried,332210.97,54239.56,Home,794.5,2,241,27.26,2021-08-01,0
CUST100481,23.0,Male,East,Secondary,Salaried,165778.31,107728.31,Home,537.9,0,323,34.16,2022-02-01,0
CUST100482,32.0,Male,North,Secondary,Salaried,505879.71,46419.3,Business,643.3,4,99,21.2,2021-05-26,0
CUST100483,46.0,Other,East,Graduate,Salaried,354311.41,28891.82,Car,652.0,0,341,71.65,2019-03-12,0
CUST100484,36.0,Female,North,Secondary,Salaried,316741.96,92762.04,Home,693.6,2,499,39.32,2020-01-02,0
CUST100485,57.0,Female,South,Graduate,Salaried,297741.47,25563.7,Other,502.6,2,61,24.24,2021-03-14,0
CUST100486,,Male,North,Secondary,Unemployed,290776.19,55283.28,Other,801.7,1,442,41.4,2023-02-08,0
CUST100487,49.0,,South,Graduate,Salaried,676803.45,41410.89,Other,717.3,1,407,42.67,2021-07-24,0
CUST100488,34.0,Female,South,Post-Graduate,Salaried,505990.12,64697.46,Other,781.1,3,71,78.01,2022-11-13,0
CUST100489,48.0,Male,West,Post-Graduate,Salaried,392864.7,127777.58,Education,825.2,2,50,57.44,2018-03-01,0
CUST100490,25.0,Female,South,Graduate,Salaried,228903.7,51901.78,Business,613.3,5,98,11.48,2022-06-22,1
CUST100491,67.0,Male,South,Graduate,Unemployed,399777.73,91144.76,Car,455.5,1,142,63.7,2024-09-17,1
CUST100492,69.0,Female,North,Graduate,Salaried,517299.2,122705.47,Car,783.2,4,373,21.07,2021-02-11,0
CUST100493,50.0,Female,East,Graduate,Salaried,529237.55,47806.72,Home,654.2,2,97,66.85,2022-02-27,0
CUST100494,66.0,Male,West,Primary,Salaried,487249.03,48294.48,Education,578.0,2,236,9.02,2025-04-16,0
CUST100495,,,South,Secondary,Salaried,254344.37,190714.01,Car,731.9,2,406,61.7,2018-12-02,0
CUST100496,32.0,Female,West,Secondary,Salaried,104620.42,69177.29,Business,850.0,4,400,41.15,2020-04-10,0
CUST100497,36.0,Female,North,Post-Graduate,Self-Employed,1302467.7,626658.26,Other,670.2,0,53,48.91,2022-05-12,1
CUST100498,46.0,Male,South,Secondary,Self-Employed,201635.7,103890.5,Home,765.6,1,27,61.68,2018-10-12,0
CUST100499,46.0,Male,North,Graduate,Self-Employed,136083.67,31615.69,Business,591.1,1,66,30.67,2023-12-17,1
CUST100500,68.0,Male,West,Graduate,Salaried,478451.14,42932.61,Car,528.2,3,271,23.35,2023-03-31,1
CUST100501,41.0,Female,North,Graduate,Self-Employed,158718.73,95105.6,Education,762.3,1,333,34.07,2023-06-25,0
CUST100502,59.0,Male,West,Graduate,Salaried,272970.98,17203.7,Home,729.1,1,122,20.31,2024-06-20,0
CUST100503,56.0,Female,North,Secondary,Salaried,614958.62,63075.75,Car,638.1,3,444,32.98,2020-08-17,0
CUST100504,53.0,Female,West,Graduate,Self-Employed,1281590.4,39906.77,Home,833.6,2,92,19.4,2022-06-10,0
CUST100505,50.0,Male,East,Graduate,Salaried,558219.25,159110.51,Car,521.2,6,93,47.97,2018-03-12,1
CUST100506,57.0,Female,North,Secondary,Salaried,339933.21,93179.29,Other,569.3,4,59,30.76,2024-07-20,0
CUST100507,43.0,Male,North,Secondary,Self-Employed,428972.57,168362.12,Education,631.1,1,157,59.6,2021-01-26,0
CUST100508,30.0,,East,Graduate,Salaried,149469.62,71154.78,Other,647.9,1,243,20.38,2021-08-16,0
CUST100509,25.0,Female,East,Graduate,Salaried,337576.94,67526.65,Car,811.9,1,269,22.55,2024-02-02,0
CUST100510,56.0,Male,North,Primary,Salaried,337773.57,59074.19,Business,684.4,2,272,59.34,2020-06-02,0
CUST100511,54.0,Male,East,Graduate,Unemployed,485045.12,51423.54,Other,662.6,2,399,16.8,2021-01-03,0
CUST100512,51.0,Male,South,Graduate,,1418788.32,478905.91,Business,565.7,7,117,12.86,2018-05-23,1
CUST100513,30.0,Female,West,Secondary,Unemployed,138402.7,128671.59,Car,777.8,3,170,22.59,2020-11-12,0
CUST100514,39.0,Female,West,Post-Graduate,Salaried,346415.23,34671.32,Education,577.7,1,160,48.59,2024-02-07,0
CUST100515,52.0,Female,West,Graduate,Salaried,,463942.64,Business,565.3,1,12,30.76,2020-12-04,1
CUST100516,21.0,Male,South,Graduate,Salaried,,55078.46,Car,644.0,1,206,65.48,2018-04-02,0
CUST100517,25.0,Male,East,Graduate,Salaried,263349.87,91565.18,Business,694.7,1,221,42.86,2023-09-13,0
CUST100518,65.0,Male,East,Secondary,Salaried,180483.06,141169.72,Other,615.2,2,435,68.87,2019-11-09,0
CUST100519,24.0,Female,North,Secondary,Salaried,765171.46,24920.16,Car,743.6,2,296,46.5,2019-01-17,0
CUST100520,36.0,Female,East,Secondary,Salaried,515755.77,40981.3,Other,654.5,1,385,7.07,2022-08-31,0
CUST100521,44.0,Male,North,Secondary,,713197.3,231819.74,Home,774.7,3,54,36.82,2020-08-23,0
CUST100522,36.0,Male,South,Secondary,Salaried,,62481.13,Car,725.5,1,111,19.35,2021-03-25,1
CUST100523,22.0,Female,West,Post-Graduate,Salaried,424034.51,147129.6,Business,841.2,0,13,37.15,2024-08-31,0
CUST100524,69.0,Female,West,Graduate,Salaried,1151739.98,53240.36,Home,640.2,2,237,11.09,2025-01-26,0
CUST100525,48.0,Female,West,Graduate,Unemployed,441691.91,68422.59,Other,756.0,5,192,108.01,2024-02-26,0
CUST100526,52.0,Female,East,Post-Graduate,Self-Employed,718394.35,255168.61,Other,519.2,2,460,15.04,2024-05-11,0
CUST100527,47.0,Male,North,Graduate,Self-Employed,305445.37,99335.53,Business,850.0,2,327,51.36,2019-05-16,0
CUST100528,40.0,Male,North,Secondary,Unemployed,679838.4,57446.34,Home,751.5,1,313,32.84,2019-04-04,0
CUST100529,44.0,Female,South,Secondary,Salaried,318267.78,45326.43,Education,653.3,3,342,15.22,2018-02-19,0
CUST100530,32.0,Female,East,Graduate,Salaried,141796.27,48324.17,Business,656.7,1,114,32.03,2020-08-27,0
CUST100531,70.0,Male,South,Graduate,Salaried,440405.1,174397.42,Other,657.8,1,487,70.79,2020-09-14,0
CUST100532,55.0,Female,North,Secondary,Salaried,333640.09,124972.48,Car,845.6,2,149,26.13,2019-06-16,0
CUST100533,53.0,Female,North,Graduate,Salaried,166896.84,32726.04,Home,760.9,3,232,41.35,2020-09-30,0
CUST100534,53.0,Female,West,Primary,Salaried,496280.07,77732.21,Education,,1,313,65.91,2025-04-29,0
CUST100535,63.0,Female,East,Graduate,Unemployed,258818.96,69788.78,Car,568.5,4,416,44.07,2021-01-20,0
CUST100536,57.0,Male,North,Graduate,,2829426.98,91241.48,Home,787.6,3,118,45.3,2022-01-19,0
CUST100537,32.0,Female,West,Graduate,Self-Employed,183750.6,47930.16,Business,755.5,3,67,11.85,2018-12-05,0
CUST100538,23.0,Female,East,Post-Graduate,Self-Employed,213682.18,157702.23,Business,,2,403,41.19,2022-07-17,0
CUST100539,,Female,South,Graduate,Self-Employed,745440.55,73061.91,Home,672.5,4,279,35.22,2023-02-20,0
CUST100540,53.0,Female,East,Post-Graduate,Salaried,408475.36,94978.47,Education,653.0,3,128,76.08,2023-02-17,0
CUST100541,60.0,Female,East,Post-Graduate,Salaried,736394.59,42222.85,Home,831.7,2,90,118.01,2023-08-14,0
CUST100542,30.0,Male,North,Graduate,Self-Employed,,43738.36,Car,840.0,3,74,39.47,2022-09-01,0
CUST100543,63.0,Female,North,Graduate,Self-Employed,311955.47,469891.82,Car,737.6,2,51,103.56,2018-10-08,0
CUST100544,64.0,Female,East,Primary,Salaried,193405.55,257830.06,Business,767.3,1,203,26.27,2021-08-06,0
CUST100545,49.0,Female,North,Secondary,Unemployed,841254.79,69648.97,Home,701.2,2,368,69.8,2023-10-22,0
CUST100546,33.0,Female,North,Graduate,Salaried,204215.26,213865.54,Business,556.7,4,436,114.9,2021-03-06,1
CUST100547,32.0,Female,North,Secondary,Salaried,618680.08,170914.08,Education,591.8,3,205,37.43,2020-08-28,1
CUST100548,,Male,West,Secondary,Self-Employed,767888.07,47209.59,Car,783.2,5,280,46.65,2020-09-24,1
CUST100549,66.0,Female,West,Post-Graduate,Salaried,409974.12,44026.49,Other,,2,41,41.58,2021-11-17,0
CUST100550,22.0,Male,East,Post-Graduate,Salaried,368616.28,116783.1,Other,774.9,0,207,19.11,2018-07-27,0
CUST100551,70.0,Male,North,Graduate,Salaried,245184.03,87732.04,Home,711.1,1,134,47.47,2018-09-17,0
CUST100552,55.0,Female,West,Secondary,Self-Employed,583993.79,55193.3,Home,778.2,1,452,69.55,2020-07-18,0
CUST100553,43.0,Female,East,Primary,Salaried,71142.68,121158.95,Other,674.8,0,474,43.03,2018-09-20,0
CUST100554,37.0,Male,North,Primary,Self-Employed,679719.71,26642.47,Home,735.9,0,296,68.25,2020-02-22,0
CUST100555,46.0,Male,South,Secondary,Salaried,475292.56,79260.97,Car,661.6,4,393,36.44,2019-05-20,1
CUST100556,28.0,Female,North,Primary,Salaried,387050.55,30722.59,Education,584.9,2,68,38.58,2022-04-23,0
CUST100557,49.0,Male,North,Primary,,511642.47,31439.05,Education,757.8,4,267,8.64,2018-07-22,0
CUST100558,46.0,Male,West,Post-Graduate,Salaried,194049.04,44589.99,Business,794.8,1,458,11.52,2022-10-26,0
CUST100559,30.0,Male,East,Graduate,,104006.05,94306.09,Car,850.0,1,124,78.97,2023-07-07,0
CUST100560,46.0,Male,East,Secondary,Salaried,586041.01,45585.0,Home,703.8,1,282,49.25,2023-10-01,0
CUST100561,54.0,Male,West,Primary,,974741.61,31173.51,Home,585.7,6,206,15.25,2021-10-11,0
CUST100562,61.0,Male,North,Graduate,Salaried,,102137.42,Business,650.4,2,50,17.17,2024-08-07,0
CUST100563,27.0,Male,South,Primary,Salaried,235275.38,207922.97,Business,667.8,2,172,15.32,2018-02-14,0
CUST100564,24.0,Female,North,Post-Graduate,Salaried,694810.85,114370.14,Home,693.4,3,449,34.63,2021-11-02,1
CUST100565,70.0,Female,North,Secondary,Salaried,548714.67,258140.45,Home,722.4,6,114,51.98,2020-02-28,0
CUST100566,65.0,Female,South,Secondary,Self-Employed,2617853.0,196108.8,Car,712.7,4,50,24.86,2021-12-06,1
CUST100567,31.0,Male,West,Secondary,Salaried,843566.89,51989.67,Business,749.9,2,216,33.68,2023-12-30,0
CUST100568,49.0,Male,East,Primary,Salaried,730332.13,113835.75,Car,697.8,1,32,34.5,2023-09-16,0
CUST100569,56.0,Female,West,Graduate,Salaried,279771.03,68587.01,Home,479.7,2,91,23.39,2023-09-24,0
CUST100570,45.0,Male,West,Graduate,Salaried,606150.44,153809.46,Other,700.4,2,295,44.96,2022-07-14,0
CUST100571,41.0,Female,North,Graduate,Self-Employed,1085171.07,68578.33,Other,,1,389,34.42,2020-12-05,0
CUST100572,56.0,Female,East,Primary,Salaried,400859.21,42104.61,Home,729.5,0,161,45.11,2022-08-03,0
CUST100573,30.0,Female,East,Graduate,Self-Employed,412367.93,191259.07,Business,647.5,0,269,52.25,2025-02-25,0
CUST100574,57.0,Male,West,Graduate,Self-Employed,481572.52,91350.3,Other,700.1,1,269,6.17,2018-10-28,0
CUST100575,29.0,Male,South,Post-Graduate,Self-Employed,296944.58,45960.11,Business,730.1,2,26,41.68,2018-10-15,0
CUST100576,44.0,Female,West,Secondary,Salaried,519892.9,51580.12,Other,665.6,4,260,35.88,2020-02-25,0
CUST100577,55.0,Male,South,Secondary,Self-Employed,512155.35,45754.96,Business,740.8,0,195,46.32,2024-05-05,1
CUST100578,69.0,Female,East,Graduate,,1075172.69,36271.11,Other,,4,454,71.2,2025-03-13,1
CUST100579,55.0,Female,West,Graduate,Self-Employed,394890.79,52351.68,Business,694.1,5,468,34.85,2021-06-19,0
CUST100580,68.0,,North,Secondary,Salaried,663203.48,94950.87,Car,417.0,2,236,7.66,2022-12-11,0
CUST100581,56.0,Male,West,Secondary,Self-Employed,402021.49,76484.43,Business,577.1,1,190,20.81,2024-07-29,0
CUST100582,38.0,Female,East,Secondary,Self-Employed,649433.46,53811.8,Car,577.3,2,330,108.23,2022-12-25,0
CUST100583,69.0,Female,North,Post-Graduate,Self-Employed,,208325.12,Car,699.5,1,187,24.83,2018-03-12,0
CUST100584,59.0,Male,North,Secondary,Salaried,624111.17,17900.01,Home,794.4,1,401,24.09,2020-04-14,0
CUST100585,,Male,South,Post-Graduate,Salaried,,90607.76,Car,669.3,2,485,19.18,2024-09-26,0
CUST100586,,Female,North,Graduate,Self-Employed,233282.7,66175.69,Education,756.3,0,407,21.81,2019-09-04,0
CUST100587,43.0,Male,North,Post-Graduate,Salaried,857198.89,37081.49,Car,,0,467,31.35,2025-04-16,0
CUST100588,52.0,Male,West,Graduate,Self-Employed,400357.66,94383.17,Business,692.6,3,421,3.79,2021-11-17,0
CUST100589,57.0,Male,East,Secondary,Salaried,333741.49,62703.73,Car,731.7,2,206,30.4,2025-01-20,0
CUST100590,32.0,Female,South,Post-Graduate,Salaried,,175071.8,Business,702.1,2,69,20.03,2021-08-21,0
CUST100591,69.0,Female,West,Primary,Salaried,,134275.06,Business,667.2,0,448,23.05,2018-07-10,0
CUST100592,33.0,Female,North,Post-Graduate,Salaried,441188.27,277698.57,Education,715.2,1,400,40.53,2022-10-14,0
CUST100593,,Male,North,Graduate,,552652.29,52139.47,Car,810.2,0,47,22.48,2023-10-27,1
CUST100594,45.0,Male,South,Primary,Unemployed,559127.31,194383.47,Car,722.5,1,225,43.98,2022-05-01,1
CUST100595,55.0,Female,East,Graduate,Self-Employed,637398.79,32334.88,Other,699.6,0,21,21.99,2022-06-17,0
CUST100596,,Female,South,Post-Graduate,Salaried,2340255.03,67680.57,Other,601.0,2,328,50.8,2020-06-07,0
CUST100597,50.0,Male,West,Primary,Self-Employed,453075.95,52803.2,Home,807.4,3,289,6.09,2018-01-17,0
CUST100598,37.0,Female,South,Graduate,Self-Employed,284718.42,111492.41,Business,553.4,2,187,28.97,2020-03-25,0
CUST100599,69.0,,North,Graduate,Salaried,131677.63,109621.97,Education,526.5,5,395,21.29,2022-05-17,0
CUST100600,40.0,Female,West,Graduate,Salaried,215951.67,38931.78,Other,713.4,4,48,27.24,2024-10-17,0
CUST100601,68.0,Female,North,Secondary,Self-Employed,928391.86,115929.15,Car,600.7,2,465,35.01,2020-12-02,0
CUST100602,45.0,,East,Secondary,Self-Employed,681434.02,56030.85,Home,778.0,1,393,29.3,2024-03-09,0
CUST100603,42.0,Male,North,Primary,,196812.81,41284.48,Education,528.5,2,192,15.39,2024-02-29,1
CUST100604,33.0,Female,North,Graduate,Salaried,1940638.24,72529.82,Car,766.6,1,394,14.71,2023-07-19,0
CUST100605,39.0,,South,Secondary,Self-Employed,538239.38,26009.29,Car,753.9,2,486,13.89,2018-04-19,0
CUST100606,69.0,Male,North,Post-Graduate,Salaried,583144.35,140352.79,Business,,3,267,34.56,2018-10-11,0
CUST100607,56.0,Female,West,Primary,Salaried,1700673.84,70337.86,Business,491.0,2,178,47.14,2023-05-15,0
CUST100608,32.0,Female,West,Graduate,Salaried,1256289.93,71423.2,Other,524.9,0,445,16.81,2022-06-18,0
CUST100609,61.0,Female,East,Primary,Salaried,706926.86,68801.67,Other,701.6,3,58,74.34,2020-01-07,0
CUST100610,39.0,Female,West,Secondary,Salaried,727615.74,231606.49,Car,659.0,7,224,17.88,2021-02-15,0
CUST100611,32.0,Other,South,Secondary,Salaried,769634.54,211761.17,Car,745.5,2,50,46.83,2020-07-20,0
CUST100612,29.0,Female,East,Secondary,Self-Employed,382858.11,188251.25,Other,673.9,2,398,14.64,2019-08-26,0
CUST100613,27.0,Male,West,Graduate,Self-Employed,525484.38,68904.09,Other,666.0,2,264,41.58,2021-09-25,0
CUST100614,48.0,Female,South,Post-Graduate,Salaried,624428.62,33492.02,Car,461.6,2,199,67.83,2022-12-30,0
CUST100615,34.0,Male,West,Graduate,Unemployed,410007.38,72316.99,Education,754.0,2,413,20.29,2019-05-06,0
CUST100616,51.0,Male,West,Post-Graduate,Salaried,247891.96,91133.46,Car,621.6,1,475,30.29,2023-08-29,0
CUST100617,39.0,Male,North,Post-Graduate,Salaried,377121.15,129162.58,Education,644.2,1,351,43.07,2021-04-13,0
CUST100618,67.0,Female,West,Graduate,Self-Employed,244565.99,90928.42,Education,,3,466,44.27,2022-06-30,0
CUST100619,36.0,Male,West,Graduate,Salaried,459835.25,35648.2,Car,541.4,3,65,65.97,2020-03-11,1
CUST100620,25.0,Other,South,Graduate,Salaried,152013.67,50272.28,Home,812.5,2,170,10.26,2020-01-30,0
CUST100621,55.0,Female,South,Primary,Salaried,542868.89,47179.01,Other,751.6,2,164,30.44,2021-03-11,0
CUST100622,32.0,Female,North,Graduate,Salaried,166247.9,106653.14,Business,753.1,2,155,15.51,2022-01-26,0
CUST100623,45.0,Male,West,Primary,Self-Employed,347290.25,108501.39,Car,660.5,0,115,20.69,2024-06-03,0
CUST100624,41.0,Other,North,Graduate,Salaried,598666.91,118924.29,Education,,3,492,18.34,2022-02-02,0
CUST100625,,Other,West,Graduate,Salaried,711185.11,90284.86,Car,,2,41,31.51,2019-12-06,0
CUST100626,43.0,Female,East,Primary,Salaried,662261.34,17301.71,Other,718.0,2,7,19.89,2020-03-25,0
CUST100627,36.0,Male,East,Secondary,Self-Employed,535973.69,21848.73,Education,692.3,1,487,25.26,2020-03-13,0
CUST100628,59.0,Male,North,Post-Graduate,Salaried,226032.94,66294.93,Business,647.7,3,17,27.85,2019-01-08,0
CUST100629,65.0,Male,North,Graduate,Self-Employed,796804.8,78327.54,Business,496.0,5,166,39.44,2022-01-31,0
CUST100630,62.0,Male,North,Secondary,Salaried,229156.21,175881.53,Business,782.7,0,348,42.89,2022-01-01,0
CUST100631,59.0,Male,South,Graduate,Salaried,853196.78,77223.31,Home,584.8,0,453,35.27,2024-10-26,0
CUST100632,,Other,South,Graduate,Salaried,644753.18,36932.07,Education,729.2,1,336,29.58,2023-12-30,0
CUST100633,51.0,Male,South,Graduate,Salaried,999830.37,116251.98,Education,749.4,2,268,61.0,2024-09-15,0
CUST100634,25.0,Male,North,Post-Graduate,Salaried,449064.18,72252.62,Home,710.1,2,87,17.61,2020-04-02,1
CUST100635,55.0,Male,West,Graduate,Salaried,270693.25,55191.36,Education,722.3,1,269,53.09,2018-08-10,0
CUST100636,43.0,Male,East,Secondary,Unemployed,203700.99,23618.38,Home,801.2,5,416,8.9,2021-10-19,0
CUST100637,49.0,Male,North,Graduate,Salaried,217739.0,77623.92,Car,608.7,0,338,25.68,2020-09-20,0
CUST100638,63.0,Male,South,Post-Graduate,Self-Employed,165700.16,85834.18,Other,694.8,1,384,43.26,2021-04-26,0
CUST100639,31.0,Male,South,Primary,Salaried,778560.32,36413.6,Business,659.7,2,223,24.53,2023-12-01,0
CUST100640,38.0,Female,North,Secondary,Salaried,839406.33,123136.71,Home,514.4,2,150,54.48,2021-04-19,1
CUST100641,67.0,,North,Secondary,Salaried,616750.57,115653.94,Home,705.8,3,302,37.43,2023-04-10,0
CUST100642,32.0,Male,South,Graduate,Unemployed,,75677.7,Home,792.6,0,301,43.47,2019-08-21,0
CUST100643,29.0,Male,West,Graduate,Salaried,1523583.47,73733.02,Car,803.9,2,458,53.05,2019-04-30,0
CUST100644,30.0,Female,South,Graduate,Salaried,417112.36,141807.59,Home,847.2,0,165,42.95,2025-02-11,0
CUST100645,64.0,Male,South,Post-Graduate,Salaried,505119.38,94586.62,Other,520.4,1,233,86.25,2022-07-25,0
CUST100646,37.0,Male,North,Graduate,Salaried,429891.91,44730.96,Other,826.6,4,238,24.34,2023-08-13,0
CUST100647,58.0,Female,West,Primary,Salaried,361137.9,63681.3,Business,696.6,6,93,23.05,2022-02-10,0
CUST100648,27.0,Male,South,Secondary,Salaried,646019.32,107990.07,Car,824.1,0,337,55.2,2019-10-24,0
CUST100649,66.0,Female,South,Secondary,Salaried,302519.79,17630.32,Other,644.5,3,314,14.34,2023-10-16,0
CUST100650,33.0,Female,East,Secondary,Salaried,290585.55,38098.56,Education,,0,219,26.65,2022-04-04,0
CUST100651,60.0,Male,North,Graduate,Self-Employed,665891.24,117888.72,Education,570.6,0,424,9.01,2023-07-13,0
CUST100652,62.0,Male,East,Post-Graduate,Salaried,328218.55,170452.91,Education,749.8,1,101,88.37,2021-09-03,0
CUST100653,29.0,Female,East,Secondary,Salaried,479303.47,149452.53,Home,726.3,4,217,33.65,2023-11-16,0
CUST100654,70.0,Male,South,Graduate,Salaried,360484.1,136667.37,Home,579.5,3,358,10.77,2020-12-16,1
CUST100655,47.0,Male,North,Graduate,Self-Employed,439357.72,80083.15,Education,485.2,0,316,79.03,2018-03-29,0
CUST100656,22.0,Female,West,Secondary,Salaried,295382.54,35588.14,Business,717.4,0,104,108.27,2024-08-15,0
CUST100657,25.0,Female,South,Secondary,Salaried,301235.23,63727.0,Business,727.6,0,149,32.21,2024-08-19,0
CUST100658,49.0,Male,West,Secondary,Salaried,270536.07,18118.91,Home,591.2,2,14,21.39,2018-02-21,0
CUST100659,57.0,Female,West,Primary,Salaried,733804.6,181763.06,Education,573.1,4,475,36.69,2022-10-14,0
CUST100660,58.0,Male,North,Post-Graduate,Salaried,490475.64,41275.36,Business,739.0,2,48,41.44,2018-02-10,0
CUST100661,39.0,Female,East,Primary,Self-Employed,767681.72,50345.17,Home,847.1,3,255,11.37,2023-11-09,0
CUST100662,28.0,Female,North,Secondary,Self-Employed,818502.67,153435.16,Education,635.5,0,390,19.5,2018-02-08,0
CUST100663,68.0,Female,West,Graduate,Self-Employed,335726.26,23617.92,Car,600.8,3,231,28.07,2025-04-22,0
CUST100664,65.0,Female,South,Post-Graduate,Salaried,750842.35,31806.25,Education,706.9,5,402,24.35,2023-11-22,0
CUST100665,21.0,,West,Secondary,Salaried,438680.91,88219.2,Education,737.2,2,253,81.28,2023-09-22,0
CUST100666,42.0,Male,South,Primary,Salaried,402236.66,105268.16,Other,647.2,4,499,30.47,2018-07-28,1
CUST100667,37.0,Female,South,Primary,Salaried,937920.3,69550.57,Other,850.0,2,497,7.5,2019-08-23,0
CUST100668,27.0,Male,North,Secondary,Salaried,616775.93,71156.85,Car,761.2,3,173,40.19,2019-08-28,0
CUST100669,45.0,Male,West,Secondary,Self-Employed,358092.08,1066213.38,Car,645.7,1,134,32.44,2022-09-06,0
CUST100670,65.0,Male,East,Graduate,Salaried,593193.53,114167.61,Education,536.7,1,23,28.2,2024-11-28,0
CUST100671,24.0,Other,West,Secondary,Salaried,207020.36,103862.06,Business,798.7,1,340,8.5,2023-11-27,0
CUST100672,56.0,,West,Primary,Salaried,513183.0,125863.41,Car,787.3,5,239,27.42,2018-08-02,0
CUST100673,26.0,Male,East,Graduate,Salaried,179915.95,355523.37,Education,652.8,2,496,37.27,2022-06-16,0
CUST100674,,Male,North,Secondary,Salaried,245084.96,334775.68,Home,711.6,3,349,84.75,2022-09-13,0
CUST100675,39.0,Female,West,Secondary,Self-Employed,628306.77,14541.01,Other,666.5,0,5,22.71,2024-09-22,0
CUST100676,64.0,Male,West,Secondary,Salaried,89130.1,202915.46,Business,726.9,1,134,53.51,2022-04-26,0
CUST100677,59.0,Male,South,Post-Graduate,Self-Employed,1304730.57,137513.21,Education,587.8,3,31,26.27,2025-05-04,0
CUST100678,47.0,Female,West,Secondary,Self-Employed,729923.95,87012.04,Home,574.9,2,6,36.53,2023-10-26,0
CUST100679,30.0,Female,East,Post-Graduate,Self-Employed,146807.89,77344.15,Other,753.0,1,254,45.13,2023-11-13,0
CUST100680,46.0,,South,Graduate,Salaried,1865610.99,65585.68,Home,764.4,1,226,113.91,2018-09-26,0
CUST100681,39.0,Male,North,Primary,Salaried,2201087.99,158325.85,Education,635.8,1,439,65.92,2024-08-05,0
CUST100682,59.0,Male,South,Post-Graduate,Salaried,397005.34,71117.94,Car,612.6,1,142,16.63,2025-01-21,0
CUST100683,,Female,East,Secondary,Self-Employed,253750.44,43935.62,Other,783.3,1,279,39.28,2019-11-14,0
CUST100684,65.0,Female,East,Primary,Salaried,1216857.34,137501.21,Home,615.6,2,494,36.16,2018-06-11,0
CUST100685,33.0,Female,South,Graduate,Unemployed,359951.98,221756.76,Car,685.0,2,468,43.0,2019-04-10,0
CUST100686,70.0,Female,North,Graduate,Salaried,487294.38,18976.97,Business,673.6,0,145,10.53,2020-04-02,0
CUST100687,48.0,Male,South,Graduate,Salaried,918386.72,380775.13,Education,548.0,1,436,31.61,2023-06-28,0
CUST100688,40.0,Female,North,Secondary,Salaried,403484.41,35393.66,Education,697.3,1,260,19.22,2025-02-08,0
CUST100689,48.0,Male,South,Secondary,Salaried,382838.09,37338.91,Other,688.5,4,374,17.12,2023-10-01,0
CUST100690,28.0,Male,East,Graduate,Salaried,206191.99,30594.55,Home,712.4,1,316,53.16,2019-05-03,0
CUST100691,,Female,West,Secondary,Self-Employed,303056.38,73173.92,Business,694.2,1,460,76.93,2023-11-10,0
CUST100692,59.0,Male,West,Secondary,Self-Employed,378336.05,29857.67,Other,850.0,0,444,55.12,2019-10-13,0
CUST100693,21.0,Male,North,Primary,Self-Employed,210420.27,32507.23,Other,784.6,0,438,84.38,2024-08-01,0
CUST100694,23.0,Female,North,Secondary,Unemployed,222178.97,45162.17,Home,683.5,1,99,26.75,2022-10-22,0
CUST100695,33.0,Male,North,Post-Graduate,Self-Employed,451423.31,80573.01,Business,691.7,4,177,142.32,2022-06-23,1
CUST100696,48.0,Female,East,Secondary,Salaried,145827.18,86197.59,Home,838.7,1,477,4.02,2022-11-07,1
CUST100697,69.0,Male,South,Post-Graduate,Self-Employed,261059.12,174353.15,Education,757.7,1,447,91.29,2019-12-20,0
CUST100698,45.0,Female,East,Secondary,Salaried,1420836.58,171562.71,Car,569.4,1,427,34.73,2021-03-13,0
CUST100699,53.0,Male,West,Graduate,Salaried,359589.65,149825.7,Education,765.4,1,409,35.18,2018-07-18,0
CUST100700,58.0,Male,North,Secondary,Self-Employed,333555.97,60892.66,Education,791.9,1,443,5.32,2021-09-08,0
CUST100701,26.0,,South,Secondary,Salaried,358624.98,20154.3,Other,825.6,0,61,29.26,2022-12-28,0
